"","Correlation features","Correlation Value"
"515","Otu00126 ~~ Otu00029","0.537202399815558"
"516","Otu00096 ~~ Otu00029","0.560694557054271"
"517","Otu00011 ~~ Otu00178","0.513119798445971"
"518","Otu00079 ~~ Otu00178","0.500709622388008"
"519","Otu00178 ~~ Otu00178","1"
"520","Otu00067 ~~ Otu00178","0.541356193946466"
"521","Otu00046 ~~ Otu00038","0.832369297288515"
"522","Otu00083 ~~ Otu00038","0.799425303346613"
"523","Otu00073 ~~ Otu00038","0.786131537681366"
"524","Otu00101 ~~ Otu00038","0.734644949677605"
"525","Otu00154 ~~ Otu00038","0.797137241030311"
"526","Otu00056 ~~ Otu00038","0.885106646003793"
"527","Otu00160 ~~ Otu00038","0.769154442812025"
"528","Otu00038 ~~ Otu00038","1"
"529","Otu00028 ~~ Otu00041","0.527529014061687"
"530","Otu00014 ~~ Otu00041","0.671315661501757"
"531","Otu00011 ~~ Otu00041","0.560976227286186"
"532","Otu00008 ~~ Otu00041","0.505784966913024"
"533","Otu00004 ~~ Otu00041","0.507846034078185"
"534","Otu00079 ~~ Otu00041","0.717772110693761"
"535","Otu00041 ~~ Otu00041","1"
"536","Otu00058 ~~ Otu00041","0.504794298112656"
"537","Otu00067 ~~ Otu00041","0.611229161245583"
"538","Otu00096 ~~ Otu00041","0.606658379507283"
"539","Otu00034 ~~ Otu00041","0.544595458436457"
"540","Otu00131 ~~ Otu00041","0.540926314407949"
"541","Otu00032 ~~ Otu00041","0.529336422335086"
"542","Otu00107 ~~ Otu00092","0.936401703588821"
"543","Otu00092 ~~ Otu00092","1"
"544","Otu00122 ~~ Otu00092","0.51766437828273"
"545","Otu00126 ~~ Otu00092","0.871106098875186"
"546","Otu00001 ~~ Otu00234","0.637372165246079"
"547","Otu00002 ~~ Otu00234","0.521410049945172"
"548","Otu00234 ~~ Otu00234","1"
"549","Otu00324 ~~ Otu00234","0.876052866530559"
"550","Otu00559 ~~ Otu00514","0.521134495522755"
"551","Otu00514 ~~ Otu00514","1"
"552","Otu00014 ~~ Otu00058","0.599354842943911"
"553","Otu00559 ~~ Otu00058","0.540123105497715"
"554","Otu00011 ~~ Otu00058","0.504200892871688"
"555","Otu00090 ~~ Otu00058","0.527767720465626"
"556","Otu00010 ~~ Otu00058","0.534520556955091"
"557","Otu00512 ~~ Otu00058","0.502347678939098"
"558","Otu00008 ~~ Otu00058","0.57012378073688"
"559","Otu00069 ~~ Otu00058","0.501924281095811"
"560","Otu00041 ~~ Otu00058","0.504794298112656"
"561","Otu00058 ~~ Otu00058","1"
"562","Otu00067 ~~ Otu00058","0.596973528089705"
"563","Otu00034 ~~ Otu00058","0.601039680347266"
"564","Otu00032 ~~ Otu00058","0.6479091441455"
"565","Otu00047 ~~ Otu00047","1"
"566","Otu00028 ~~ Otu00067","0.597301515595374"
"567","Otu00014 ~~ Otu00067","0.816215182799005"
"568","Otu00559 ~~ Otu00067","0.561891775600456"
"569","Otu00012 ~~ Otu00067","0.50053468344336"
"570","Otu00011 ~~ Otu00067","0.679382904846521"
"571","Otu00059 ~~ Otu00067","0.553130434099147"
"572","Otu00512 ~~ Otu00067","0.532024062297442"
"573","Otu00008 ~~ Otu00067","0.563516196429455"
"574","Otu00079 ~~ Otu00067","0.659418852984698"
"575","Otu00178 ~~ Otu00067","0.541356193946466"
"576","Otu00041 ~~ Otu00067","0.611229161245583"
"577","Otu00058 ~~ Otu00067","0.596973528089705"
"578","Otu00067 ~~ Otu00067","1"
"579","Otu00054 ~~ Otu00067","0.656606917871673"
"580","Otu00096 ~~ Otu00067","0.725559951095692"
"581","Otu00034 ~~ Otu00067","0.645461590544334"
"582","Otu00032 ~~ Otu00067","0.634101838699154"
"583","Otu00037 ~~ Otu00043","0.676961308927324"
"584","Otu00043 ~~ Otu00043","1"
"585","Otu00120 ~~ Otu00043","0.512096888369365"
"586","Otu00264 ~~ Otu00043","0.632149835926363"
"587","Otu00081 ~~ Otu00085","0.612583178805407"
"588","Otu00040 ~~ Otu00085","0.518981159620663"
"589","Otu00010 ~~ Otu00085","0.541824212803786"
"590","Otu00085 ~~ Otu00085","1"
"591","Otu00034 ~~ Otu00085","0.692562622778728"
"592","Otu00264 ~~ Otu00085","0.542175141369892"
"593","Otu00018 ~~ Otu00054","0.658729791012653"
"594","Otu00028 ~~ Otu00054","0.654635882622366"
"595","Otu00005 ~~ Otu00054","0.60192741057401"
"596","Otu00024 ~~ Otu00054","0.615855576107009"
"597","Otu00162 ~~ Otu00054","0.660313146090552"
"598","Otu00078 ~~ Otu00054","0.532405721080986"
"599","Otu00029 ~~ Otu00054","0.688050116329588"
"600","Otu00067 ~~ Otu00054","0.656606917871673"
"601","Otu00054 ~~ Otu00054","1"
"602","Otu00034 ~~ Otu00054","0.598667869322253"
"603","Otu00092 ~~ Otu00122","0.51766437828273"
"604","Otu00122 ~~ Otu00122","1"
"605","Otu00126 ~~ Otu00122","0.505837326856815"
"606","Otu00077 ~~ Otu00068","0.504692327504859"
"607","Otu00006 ~~ Otu00068","0.591709130921627"
"608","Otu00009 ~~ Otu00068","0.769051091523598"
"609","Otu00119 ~~ Otu00068","0.697118535409516"
"610","Otu00099 ~~ Otu00068","0.74292305458378"
"611","Otu00068 ~~ Otu00068","1"
"612","Otu00073 ~~ Otu00088","0.52436791688178"
"613","Otu00088 ~~ Otu00088","1"
"614","Otu00018 ~~ Otu00126","0.507902960346527"
"615","Otu00028 ~~ Otu00126","0.662972687866561"
"616","Otu00005 ~~ Otu00126","0.592057290513045"
"617","Otu00024 ~~ Otu00126","0.602255400360384"
"618","Otu00107 ~~ Otu00126","0.882630889677861"
"619","Otu00029 ~~ Otu00126","0.537202399815558"
"620","Otu00092 ~~ Otu00126","0.871106098875186"
"621","Otu00122 ~~ Otu00126","0.505837326856815"
"622","Otu00126 ~~ Otu00126","1"
"623","Otu00028 ~~ Otu00096","0.621862669655156"
"624","Otu00014 ~~ Otu00096","0.672088714592294"
"625","Otu00079 ~~ Otu00096","0.604793776029204"
"626","Otu00029 ~~ Otu00096","0.560694557054271"
"627","Otu00041 ~~ Otu00096","0.606658379507283"
"628","Otu00067 ~~ Otu00096","0.725559951095692"
"629","Otu00096 ~~ Otu00096","1"
"630","Otu00003 ~~ Otu00031","0.663379873304686"
"631","Otu00049 ~~ Otu00031","0.552310354842636"
"632","Otu00108 ~~ Otu00031","0.743190733123103"
"633","Otu00027 ~~ Otu00031","0.520337798941707"
"634","Otu00022 ~~ Otu00031","0.729192763482763"
"635","Otu00012 ~~ Otu00031","0.596086317911552"
"636","Otu00011 ~~ Otu00031","0.549600415661357"
"637","Otu00044 ~~ Otu00031","0.748240579150005"
"638","Otu00010 ~~ Otu00031","0.565197337286491"
"639","Otu00004 ~~ Otu00031","0.543611838253149"
"640","Otu00053 ~~ Otu00031","0.556291536044401"
"641","Otu00031 ~~ Otu00031","1"
"642","Otu00045 ~~ Otu00031","0.617711483698272"
"643","Otu00014 ~~ Otu00034","0.695349574086723"
"644","Otu00559 ~~ Otu00034","0.515209379884117"
"645","Otu00011 ~~ Otu00034","0.606843847423192"
"646","Otu00081 ~~ Otu00034","0.75266968989442"
"647","Otu00040 ~~ Otu00034","0.544593145887844"
"648","Otu00010 ~~ Otu00034","0.554268686918473"
"649","Otu00512 ~~ Otu00034","0.504099190809635"
"650","Otu00041 ~~ Otu00034","0.544595458436457"
"651","Otu00058 ~~ Otu00034","0.601039680347266"
"652","Otu00067 ~~ Otu00034","0.645461590544334"
"653","Otu00085 ~~ Otu00034","0.692562622778728"
"654","Otu00054 ~~ Otu00034","0.598667869322253"
"655","Otu00034 ~~ Otu00034","1"
"656","Otu00032 ~~ Otu00034","0.67037425796984"
"657","Otu00264 ~~ Otu00034","0.512145939399968"
"658","Otu00003 ~~ Otu00131","0.531385614902729"
"659","Otu00049 ~~ Otu00131","0.523977289832107"
"660","Otu00014 ~~ Otu00131","0.551371828484568"
"661","Otu00011 ~~ Otu00131","0.511991591655771"
"662","Otu00081 ~~ Otu00131","0.505404043373879"
"663","Otu00004 ~~ Otu00131","0.577435429999571"
"664","Otu00037 ~~ Otu00131","0.516914083189566"
"665","Otu00041 ~~ Otu00131","0.540926314407949"
"666","Otu00131 ~~ Otu00131","1"
"667","Otu00049 ~~ Otu00061","0.508115200344325"
"668","Otu00014 ~~ Otu00061","0.518844750615396"
"669","Otu00010 ~~ Otu00061","0.520198394279647"
"670","Otu00061 ~~ Otu00061","1"
"671","Otu00001 ~~ Otu00324","0.73328237892651"
"672","Otu00002 ~~ Otu00324","0.556603551923519"
"673","Otu00234 ~~ Otu00324","0.876052866530559"
"674","Otu00324 ~~ Otu00324","1"
"675","Otu00006 ~~ Otu00285","0.696856821358057"
"676","Otu00009 ~~ Otu00285","0.739128788322569"
"677","Otu00119 ~~ Otu00285","0.663107086922038"
"678","Otu00099 ~~ Otu00285","0.713202197912689"
"679","Otu00110 ~~ Otu00285","0.683480988791334"
"680","Otu00285 ~~ Otu00285","1"
"681","Otu00013 ~~ Otu00045","0.554003938329628"
"682","Otu00108 ~~ Otu00045","0.687641065561193"
"683","Otu00005 ~~ Otu00045","0.634748022316052"
"684","Otu00022 ~~ Otu00045","0.518947219105738"
"685","Otu00012 ~~ Otu00045","0.713561980043969"
"686","Otu00044 ~~ Otu00045","0.551779003199224"
"687","Otu00053 ~~ Otu00045","0.507737523736868"
"688","Otu00031 ~~ Otu00045","0.617711483698272"
"689","Otu00045 ~~ Otu00045","1"
"690","Otu00014 ~~ Otu00032","0.706976757128721"
"691","Otu00559 ~~ Otu00032","0.632777755477866"
"692","Otu00012 ~~ Otu00032","0.534066734566876"
"693","Otu00011 ~~ Otu00032","0.60848359000835"
"694","Otu00081 ~~ Otu00032","0.568539794762403"
"695","Otu00059 ~~ Otu00032","0.532278502738227"
"696","Otu00010 ~~ Otu00032","0.501939544123163"
"697","Otu00512 ~~ Otu00032","0.59463200589734"
"698","Otu00008 ~~ Otu00032","0.607334601310766"
"699","Otu00041 ~~ Otu00032","0.529336422335086"
"700","Otu00058 ~~ Otu00032","0.6479091441455"
"701","Otu00067 ~~ Otu00032","0.634101838699154"
"702","Otu00034 ~~ Otu00032","0.67037425796984"
"703","Otu00032 ~~ Otu00032","1"
"704","Otu00010 ~~ Otu00120","0.533558094885159"
"705","Otu00043 ~~ Otu00120","0.512096888369365"
"706","Otu00120 ~~ Otu00120","1"
"707","Otu00264 ~~ Otu00120","0.543388209183746"
"708","Otu00081 ~~ Otu00264","0.585680066067339"
"709","Otu00040 ~~ Otu00264","0.649293898266059"
"710","Otu00010 ~~ Otu00264","0.542411176891322"
"711","Otu00037 ~~ Otu00264","0.721879375269125"
"712","Otu00043 ~~ Otu00264","0.632149835926363"
"713","Otu00085 ~~ Otu00264","0.542175141369892"
"714","Otu00034 ~~ Otu00264","0.512145939399968"
"715","Otu00120 ~~ Otu00264","0.543388209183746"
"716","Otu00264 ~~ Otu00264","1"
"717","Otu00275 ~~ Otu00607","0.659500295216942"
"718","Otu00607 ~~ Otu00607","1"
